0	50205
1	50206
2	50210
3	50263
4	8970
5	8994
6	8999
7	9011
8	9025
9	9026
10	9042
11	9044
12	9046
13	9049
14	50263
15	9055
16	9079
17	9148
18	9162
19	9189
20	9222
21	50695
22	50695
23	50696
24	50696
25	50264
26	50696
27	50696
28	50696
29	50696
30	50696
31	50696
32	50696
33	50696
34	50696
35	9289
36	50265
37	9304
38	9312
39	9380
40	50697
41	50697
42	50697
43	50697
44	50697
45	50698
46	50698
47	50266
48	50698
49	50698
50	50699
51	50699
52	50699
53	50699
54	50699
55	50700
56	50700
57	50700
58	50267
59	50700
60	50700
61	9431
62	9452
63	9457
64	9481
65	9508
66	9517
67	9526
68	9577
69	50266
70	9599
71	9662
72	9678
73	9717
74	9737
75	9746
76	9763
77	9825
78	9853
79	9902
80	50268
81	10016
82	10096
83	10117
84	10131
85	10135
86	10166
87	10174
88	10227
89	10228
90	10250
91	50266
92	10297
93	10311
94	10358
95	10362
96	10397
97	10400
98	50701
99	50701
100	50701
101	50701
102	749
103	50701
104	50702
105	50702
106	50702
107	50702
108	50703
109	50703
110	50703
111	50703
112	50703
113	50211
114	771
115	50704
116	50704
117	50705
118	50705
119	50705
120	50705
121	50705
122	50706
123	50706
124	50706
125	50269
126	50706
127	50706
128	50707
129	50707
130	50707
131	50707
132	50707
133	50708
134	50708
135	50709
136	50270
137	50709
138	50709
139	50709
140	50709
141	50709
142	50709
143	50709
144	50709
145	50709
146	10512
147	50269
148	10512
149	10527
150	10561
151	10581
152	10583
153	10625
154	10627
155	10629
156	10640
157	50710
158	50271
159	50710
160	50710
161	50710
162	50710
163	50710
164	50710
165	50710
166	50710
167	50710
168	50710
169	50269
170	50710
171	50710
172	50710
173	50710
174	50711
175	10762
176	50712
177	50712
178	50712
179	50713
180	50272
181	50713
182	50713
183	50713
184	10864
185	10885
186	10891
187	10895
188	10901
189	10908
190	10928
191	827
192	10965
193	10995
194	11008
195	11009
196	11069
197	11109
198	11114
199	11142
200	11187
201	11188
202	34966
203	11265
204	11318
205	11350
206	11375
207	11377
208	11424
209	11426
210	11459
211	11487
212	11497
213	830
214	11541
215	50714
216	50714
217	11585
218	11604
219	11627
220	11628
221	11670
222	11677
223	11684
224	50212
225	836
226	11686
227	11696
228	11704
229	11704
230	11807
231	11821
232	50715
233	11842
234	11968
235	11969
236	50273
237	11998
238	12004
239	12023
240	12035
241	50716
242	50716
243	50716
244	50716
245	50716
246	50716
247	50274
248	50717
249	50717
250	50717
251	50717
252	50717
253	50717
254	50717
255	50717
256	50717
257	50718
258	50275
259	50718
260	50718
261	50718
262	50718
263	50718
264	50718
265	50718
266	50718
267	50718
268	50718
269	50276
270	12073
271	12088
272	12089
273	12096
274	12100
275	12124
276	12132
277	12180
278	12198
279	12201
280	50277
281	12220
282	12243
283	12262
284	12385
285	12401
286	12420
287	12453
288	12473
289	12485
290	12561
291	50278
292	12562
293	12566
294	12586
295	12663
296	12665
297	12673
298	12762
299	12842
300	12850
301	12865
302	877
303	12884
304	12915
305	12938
306	12975
307	12984
308	12985
309	12992
310	13005
311	13137
312	50719
313	50279
314	13238
315	13245
316	13256
317	50720
318	50720
319	50720
320	50720
321	50720
322	50721
323	50721
324	50280
325	50721
326	50721
327	50721
328	50722
329	50722
330	50722
331	50722
332	50723
333	50723
334	50723
335	50213
336	50281
337	50723
338	50723
339	50724
340	50724
341	50724
342	50724
343	50725
344	13383
345	13418
346	13445
347	50282
348	13461
349	13471
350	13508
351	13516
352	13518
353	13557
354	13563
355	13579
356	13595
357	50726
358	50282
359	50726
360	50726
361	50726
362	50726
363	50726
364	50726
365	50726
366	50726
367	50726
368	50727
369	898
370	50727
371	50727
372	50727
373	50727
374	50727
375	50727
376	50727
377	50727
378	50727
379	50727
380	941
381	50727
382	50727
383	50727
384	50728
385	50728
386	50728
387	50728
388	50728
389	50728
390	50728
391	50283
392	50728
393	50728
394	50728
395	50729
396	50729
397	50729
398	50729
399	50729
400	50729
401	50729
402	1020
403	50729
404	50730
405	50730
406	50730
407	50730
408	50730
409	50730
410	50730
411	50730
412	50730
413	34023
414	50731
415	50731
416	50731
417	50731
418	50732
419	50732
420	50732
421	50732
422	50732
423	50732
424	50284
425	50732
426	50732
427	50732
428	50732
429	50732
430	50732
431	50732
432	50732
433	50732
434	50732
435	50285
436	50732
437	50733
438	50733
439	50733
440	50733
441	50733
442	50733
443	50733
444	50733
445	50733
446	50213
447	50284
448	50733
449	50733
450	50733
451	50733
452	50733
453	50733
454	50733
455	50733
456	50733
457	50734
458	1051
459	50734
460	50734
461	50734
462	50734
463	50734
464	50734
465	50734
466	50734
467	50734
468	50734
469	50286
470	50734
471	50734
472	50735
473	50735
474	50735
475	50735
476	50735
477	50735
478	50735
479	50735
480	50287
481	50735
482	50735
483	50735
484	50735
485	50736
486	50736
487	50736
488	50736
489	50736
490	50736
491	50288
492	50736
493	50736
494	50736
495	50737
496	50737
497	50737
498	50737
499	50737
500	50737
501	50737
502	50288
503	50738
504	50738
505	50738
506	50738
507	50738
508	50738
509	50738
510	50738
511	50738
512	50738
513	50289
514	50738
515	50738
516	50738
517	50738
518	50738
519	13661
520	13674
521	13720
522	13751
523	13754
524	50290
525	13763
526	13815
527	13820
528	13895
529	13931
530	13935
531	13948
532	13953
533	13957
534	13984
535	50289
536	50739
537	50739
538	50739
539	50739
540	50739
541	50740
542	50740
543	50740
544	50740
545	50741
546	50291
547	50741
548	50741
549	50741
550	50742
551	50742
552	50742
553	50742
554	50742
555	50743
556	50743
557	50214
558	1164
559	50744
560	50744
561	50744
562	50744
563	50745
564	50745
565	50745
566	50745
567	50745
568	50746
569	50292
570	50746
571	50746
572	50746
573	50747
574	50747
575	50747
576	50747
577	14013
578	14086
579	14168
580	1194
581	14249
582	14268
583	14291
584	14299
585	14327
586	14382
587	14403
588	14405
589	14405
590	14419
591	50293
592	14460
593	50748
594	14505
595	14539
596	14547
597	14555
598	14558
599	50749
600	50749
601	50749
602	50294
603	50750
604	50750
605	50750
606	50750
607	50751
608	50751
609	50751
610	50752
611	50753
612	50753
613	1207
614	50753
615	50753
616	50753
617	50754
618	50754
619	50754
620	50754
621	50754
622	14600
623	14617
624	1216
625	14657
626	50755
627	50755
628	50756
629	50756
630	50757
631	50757
632	50757
633	50758
634	50758
635	50295
636	50758
637	50759
638	50759
639	50759
640	50760
641	50761
642	50761
643	50762
644	50762
645	50762
646	50296
647	50762
648	50762
649	50763
650	50763
651	50763
652	50764
653	50764
654	14688
655	14756
656	14776
657	50297
658	14792
